160|659|372|TVA
159|658|368|PMC
158|657|459|MSD
157|656|438|NOV
156|655|348|IDB
154|653|433|NOV
153|652|384|SKB
152|651|387|SKB
151|650|385|SKB
150|649|387|SKB
149|648|386|SKB
148|647|349|MBL
147|646|413|PMC
146|645|413|PMC
145|644|413|PMC
144|643|422|PMC
143|642|432|PMC
142|641|364|PMC
141|640|467|PMC
140|639|466|PMC
139|638|358|PMC
138|637|361|PMC
137|636|357|PMC
136|635|356|PMC
135|634|340|MSD
134|633|335|MSD
133|632|437|NOV
132|631|402|MIP
130|629|345|MSD
129|628|374|MSD
128|627|375|MSD
127|626|334|MSD
126|625|486|NOV
125|624|436|NOV
124|623|410|CSL
123|622|411|CSL
122|621|477|SKB
121|620|478|SKB
120|619|479|SKB
119|618|475|SKB
118|617|476|SKB
117|616|449|CSL
116|615|450|CSL
115|614|448|CSL
114|962|470|MBL
113|612|406|MED
112|611|400|NOV
111|610|338|MSD
110|609|332|MSD
109|608|331|MSD
108|746|635|PMC
107|606|407|MED
106|605|393|SKB
105|604|395|SKB
104|603|482|SKB
103|602|394|SKB
102|601|336|MSD
101|600|337|MSD
100|599|380|SKB
99|598|381|SKB
97|596|463|MSD
96|595|326|WAL
95|594|434|NOV
94|593|435|NOV
93|592|367|PMC
92|591|365|PMC
91|590|366|PMC
90|589|416|PMC
89|588|417|PMC
88|587|458|MSD
87|586|423|PMC
86|585|488|PMC
85|584|487|PMC
84|583|427|PMC
83|582|428|PMC
82|581|351|CSL
81|580|350|CSL
80|579|376|SKB
79|578|468|PMC
78|577|485|PMC
77|576|484|PMC
76|575|452|NOV
75|574|451|NOV
74|573|419|SKB
73|572|489|PMC
72|571|430|PMC
71|570|425|PMC
70|569|426|PMC
69|568|424|PMC
68|567|429|PMC
67|566|446|PMC
66|565|447|PMC
65|564|399|SKB
63|562|346|IDB
62|561|347|IDB
61|560|404|MED
60|559|418|PMC
59|558|353|PSC
58|557|391|SKB
57|556|392|SKB
56|555|390|SKB
55|554|389|SKB
54|553|388|SKB
53|552|398|SKB
52|551|397|SKB
51|987|352|VAL
51|987|352|INT
50|549|490|PMC
49|548|359|PMC
48|547|497|MED
47|546|420|NOV
46|545|421|NOV
45|544|439|SKB
44|543|333|MSD
43|542|330|MSD
42|541|329|MSD
41|540|460|MSD
40|539|342|MSD
39|538|343|MSD
38|537|401|NOV
37|536|377|SKB
36|535|521|MSD
35|534|403|MED
34|533|382|SKB
33|532|383|SKB
32|531|461|MSD
31|530|462|MSD
30|529|469|MBL
29|528|327|PFR
28|527|327|PFR
27|526|327|PFR
26|525|480|SKB
25|524|481|SKB
24|523|454|MSD
23|522|491|PMC
22|521|483|PMC
21|520|492|PMC
20|519|493|PMC
19|518|494|PMC
17|516|354|NOV
16|515|465|PMC
15|514|464|PMC
14|513|453|MSD
13|512|405|MED
12|511|370|PMC
11|510|496|PMC
10|509|442|PMC
9|508|443|PMC
8|507|444|PMC
7|506|441|PMC
6|505|445|PMC
5|504|472|PMC
4|503|471|PMC
3|502|378|SKB
2|501|379|SKB
1|500|362|PMC
